更新时间,#genre#
四川卫视,http://183.156.94.70:4022/rtp/233.50.201.139:5140$浙江电信组播源|1920x1080
四川卫视,http://115.207.183.14:8881/rtp/233.50.201.139:5140$浙江电信组播源|1920x1080
四川卫视,http://183.156.94.70:4022/rtp/233.50.201.61:5140$浙江电信组播源|1920x1080
四川卫视,http://115.207.183.14:8881/rtp/233.50.201.61:5140$浙江电信组播源|1920x1080
四川卫视,http://58.215.3.254:8686/rtp/239.49.1.43:6000$江苏电信组播源|1920x1080
四川卫视,http://49.79.50.108:8889/rtp/239.49.1.43:6000$江苏电信组播源|1920x1080
四川卫视,http://222.188.160.161:4022/rtp/239.49.1.43:6000$江苏电信组播源|1920x1080
四川卫视,http://49.74.204.166:8888/rtp/239.49.1.43:6000$江苏电信组播源|1920x1080
四川卫视,http://58.215.3.254:8686/rtp/239.49.8.184:6000$江苏电信组播源|1920x1080
四川卫视,http://49.79.50.108:8889/rtp/239.49.8.184:6000$江苏电信组播源|1920x1080
深圳卫视,http://119.166.159.120:6666/udp/239.253.254.91:8000$订阅源|1920x1080
深圳卫视,http://221.0.78.198:1681/hls/10235/index.m3u8$订阅源
深圳卫视,http://[2409:8087:1a01:df::4035]/TVOD/88888888/224/3221225943/main.m3u8$订阅源
深圳卫视,http://fangke.blueswords.com:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
深圳卫视,http://171.88.123.87:4022/udp/239.93.0.182:5140$订阅源|1920x1080
深圳卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000009227/1.m3u8$订阅源
深圳卫视,http://[2409:8087:74d9:21::6]:80/270000001322/69900158041111100000002140/index.m3u8$订阅源
深圳卫视,http://124.128.73.58:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
深圳卫视,http://115.234.227.164:8808/udp/233.50.200.188:5140$订阅源|1920x1080
深圳卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3$订阅源
深圳卫视,http://183.156.94.70:4022/rtp/233.50.201.101:5140$浙江电信组播源|1920x1080
深圳卫视,http://115.207.183.14:8881/rtp/233.50.201.101:5140$浙江电信组播源|1920x1080
深圳卫视,http://183.156.94.70:4022/rtp/233.50.201.45:5140$浙江电信组播源|1920x1080
深圳卫视,http://115.207.183.14:8881/rtp/233.50.201.45:5140$浙江电信组播源|1920x1080
深圳卫视,http://58.215.3.254:8686/rtp/239.49.1.59:6000$江苏电信组播源|1920x1080
深圳卫视,http://49.79.50.108:8889/rtp/239.49.1.59:6000$江苏电信组播源|1920x1080
深圳卫视,http://222.188.160.161:4022/rtp/239.49.1.59:6000$江苏电信组播源|1920x1080
深圳卫视,http://49.74.204.166:8888/rtp/239.49.1.59:6000$江苏电信组播源|1920x1080
深圳卫视,http://58.215.3.254:8686/rtp/239.49.8.145:6000$江苏电信组播源|1920x1080
深圳卫视,http://49.79.50.108:8889/rtp/239.49.8.145:6000$江苏电信组播源|1920x1080
三沙卫视,http://61.138.128.226:19901/tsfile/live/1020_1.m3u8$订阅源
三沙卫视,http://110.177.146.171:888/udp/239.1.1.70:8070$订阅源
三沙卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/4600001000000000117/1.m3u8$订阅源
三沙卫视,http://117.27.190.42:9998/tsfile/live/23250_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
三沙卫视,http://220.249.114.102:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
三沙卫视,http://39.98.201.151:9090/udp/225.1.8.78:4120$订阅源
三沙卫视,http://61.138.128.226:19901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
三沙卫视,https://live2.hnntv.cn/srs/tv/ssws.m3u8?_upt=37795f2b1723270237$订阅源
三沙卫视,http://122.4.30.168:8688/rtp/239.21.2.9:5002$山东电信组播源|1920x1080
三沙卫视,http://123.56.129.203:4310/rtp/225.1.8.78:4120$北京电信组播源
三沙卫视,http://122.9.151.210:887/rtp/238.255.2.203:5999$组播源
三沙卫视,http://139.196.151.191:2051/rtp/239.45.1.82:5140$组播源
三沙卫视,http://123.56.129.203:4310/rtp/225.1.8.78:4120$组播源
三沙卫视,http://110.177.146.171:888/rtp/239.1.1.70:8070$组播源
三沙卫视,http://171.213.203.64:8088/rtp/239.93.42.58:5140$四川电信组播源|1920x1080
天津卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226459/index.m3u8$订阅源
天津卫视,http://111.61.236.247:9081/hls/29/index.m3u8$订阅源
天津卫视,http://202.100.46.58:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
天津卫视,http://171.8.138.74:85/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
天津卫视,http://111.8.224.6:8085/tsfile/live/1069_1.m3u8$订阅源
天津卫视,http://171.88.123.87:4022/udp/239.93.0.167:5140$订阅源|1920x1080
天津卫视,http://[2409:8087:1a01:df::4030]/TVOD/88888888/224/3221225972/main.m3u8$订阅源
天津卫视,http://124.128.73.58:9901/tsfile/live/0135_1.m3u8$订阅源
天津卫视,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226191/index.m3u8$订阅源
天津卫视,http://123.182.60.29:9002/hls/23/index.m3u8$订阅源
天津卫视,http://183.156.94.70:4022/rtp/233.50.201.104:5140$浙江电信组播源|1920x1080
天津卫视,http://115.207.183.14:8881/rtp/233.50.201.104:5140$浙江电信组播源|1920x1080
天津卫视,http://183.156.94.70:4022/rtp/233.50.201.47:5140$浙江电信组播源|1920x1080
天津卫视,http://115.207.183.14:8881/rtp/233.50.201.47:5140$浙江电信组播源|1920x1080
天津卫视,http://58.215.3.254:8686/rtp/239.49.1.46:6000$江苏电信组播源|1920x1080
天津卫视,http://49.79.50.108:8889/rtp/239.49.1.46:6000$江苏电信组播源|1920x1080
天津卫视,http://222.188.160.161:4022/rtp/239.49.1.46:6000$江苏电信组播源|1920x1080
天津卫视,http://49.74.204.166:8888/rtp/239.49.1.46:6000$江苏电信组播源|1920x1080
天津卫视,http://58.215.3.254:8686/rtp/239.49.8.148:6000$江苏电信组播源|1920x1080
天津卫视,http://49.79.50.108:8889/rtp/239.49.8.148:6000$江苏电信组播源|1920x1080
西藏卫视,http://[2409:8087:1a0a:df::4039]/wh7f454c46tw2710545171_1093384597/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8?icpid=88888888&RTS=1713110546&from=4&hms_devid=1212&online=1713110546&vqe=3$订阅源
西藏卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226433/index.m3u8$订阅源
西藏卫视,http://39.98.201.151:9090/udp/225.1.8.160:8164$订阅源
西藏卫视,http://111.61.236.247:9081/hls/52/index.m3u8$订阅源
西藏卫视,http://58.57.21.166:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
西藏卫视,http://124.128.73.58:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
西藏卫视,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221225698/index.m3u8$订阅源
西藏卫视,http://[2409:8087:74d9:21::6]/270000001322/69900158041111100000002236/index.m3u8$订阅源
西藏卫视,http://124.128.73.58:9901/tsfile/live/0111_1.m3u8$订阅源
西藏卫视,http://php.jdshipin.com/xztv.php?id=ws$订阅源|1920x1080
西藏卫视,http://183.156.94.70:4022/rtp/233.50.201.70:5140$浙江电信组播源|1920x1080
西藏卫视,http://115.207.183.14:8881/rtp/233.50.201.70:5140$浙江电信组播源|1920x1080
西藏卫视,http://58.215.3.254:8686/rtp/239.49.1.139:6000$江苏电信组播源|1920x1080
西藏卫视,http://49.79.50.108:8889/rtp/239.49.1.139:6000$江苏电信组播源|1920x1080
西藏卫视,http://222.188.160.161:4022/rtp/239.49.1.139:6000$江苏电信组播源|1920x1080
西藏卫视,http://49.74.204.166:8888/rtp/239.49.1.139:6000$江苏电信组播源|1920x1080
西藏卫视,http://106.116.3.60:8890/rtp/239.254.200.88:8164$河北电信组播源|1920x1080
西藏卫视,http://122.4.30.168:8688/rtp/239.21.1.46:5002$山东电信组播源|1920x1080
西藏卫视,http://123.56.129.203:4310/rtp/225.1.8.160:8164$北京电信组播源
西藏卫视,http://171.118.136.143:8083/rtp/226.0.2.66:8440$组播源|1920x1080
新疆卫视,http://[2409:8087:74d9:21::6]:80/270000001322/69900158041111100000002238/index.m3u8$订阅源
新疆卫视,http://58.216.229.130:9901/tsfile/live/0120_6.m3u8?key=txiptv&playlive=1&authid=0$订阅源
新疆卫视,http://39.98.201.151:9090/udp/225.1.8.161:8160$订阅源
新疆卫视,http://124.128.73.58:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
新疆卫视,http://121.24.98.154:8090/hls/61/index.m3u8$订阅源
新疆卫视,http://123.138.22.30:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
新疆卫视,http://124.128.73.58:9901/tsfile/live/0110_1.m3u8$订阅源
新疆卫视,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226448/index.m3u8$订阅源
新疆卫视,http://220.164.192.48:50085/tsfile/live/0111_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
新疆卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010116/index.m3u8$订阅源
新疆卫视,http://58.215.3.254:8686/rtp/239.49.1.239:6000$江苏电信组播源|1920x1080
新疆卫视,http://49.79.50.108:8889/rtp/239.49.1.239:6000$江苏电信组播源|1920x1080
新疆卫视,http://222.188.160.161:4022/rtp/239.49.1.239:6000$江苏电信组播源|1920x1080
新疆卫视,http://49.74.204.166:8888/rtp/239.49.1.239:6000$江苏电信组播源|1920x1080
新疆卫视,http://106.116.3.60:8890/rtp/239.254.200.89:8160$河北电信组播源|1920x1080
新疆卫视,http://122.4.30.168:8688/rtp/239.21.1.45:5002$山东电信组播源|1920x1080
新疆卫视,http://123.56.129.203:4310/rtp/225.1.8.161:8160$北京电信组播源
新疆卫视,http://171.118.136.143:8083/rtp/226.0.2.67:8448$组播源|1920x1080
新疆卫视,http://110.177.146.171:888/rtp/239.1.1.59:8059$组播源
新疆卫视,http://183.184.202.47:8082/rtp/226.0.2.67:8448$组播源|1920x1080
云南卫视,http://[2409:8087:74d9:21::6]:80/270000001322/69900158041111100000002230/index.m3u8$订阅源
云南卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8$订阅源
云南卫视,http://116.117.105.198:8096/tsfile/live/0119_1.m3u8$订阅源
云南卫视,http://113.57.20.158:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
云南卫视,http://124.128.73.58:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
云南卫视,http://36.35.16.98:9901/tsfile/live/0001_2.m3u8?key=txiptv&playlive=0&authid=0$订阅源
云南卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000035/index.m3u8$订阅源
云南卫视,http://58.216.229.130:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
云南卫视,http://111.61.236.247:9081/hls/32/index.m3u8$订阅源
云南卫视,http://39.98.201.151:9090/udp/225.1.8.139:8108$订阅源
云南卫视,http://183.156.94.70:4022/rtp/233.50.200.115:5140$浙江电信组播源|1920x1080
云南卫视,http://115.207.183.14:8881/rtp/233.50.200.115:5140$浙江电信组播源|1920x1080
云南卫视,http://183.156.94.70:4022/rtp/233.50.201.46:5140$浙江电信组播源|1920x1080
云南卫视,http://115.207.183.14:8881/rtp/233.50.201.46:5140$浙江电信组播源|1920x1080
云南卫视,http://58.215.3.254:8686/rtp/239.49.1.235:6000$江苏电信组播源|1920x1080
云南卫视,http://49.79.50.108:8889/rtp/239.49.1.235:6000$江苏电信组播源|1920x1080
云南卫视,http://222.188.160.161:4022/rtp/239.49.1.235:6000$江苏电信组播源|1920x1080
云南卫视,http://49.74.204.166:8888/rtp/239.49.1.235:6000$江苏电信组播源|1920x1080
云南卫视,http://58.215.3.254:8686/rtp/239.49.8.227:6000$江苏电信组播源|1920x1080
云南卫视,http://49.79.50.108:8889/rtp/239.49.8.227:6000$江苏电信组播源|1920x1080
🏠广东频道,#genre#
广东珠江,http://r.jdshipin.com/sE5vO$订阅源
广东珠江,http://gmxw.7766.org:808/hls/83/index.m3u8$订阅源
广东珠江,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010091/index.m3u8$订阅源
广东珠江,http://1b6467f415.iok.la:9931/tsfile/live/1011_1.m3u8$订阅源
广东珠江,http://183.11.239.36:808/hls/83/index.m3u8$订阅源
广东珠江,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010091/1.m3u8$订阅源
广东体育,http://218.13.170.98:9901/tsfile/live/0019_1.m3u8$订阅源
广东体育,http://1b6467f415.iok.la:9931/tsfile/live/1014_1.m3u8$订阅源
广东体育,http://120.238.84.44:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广东新闻,http://121.33.239.242:9901/tsfile/live/1008_1.m3u8$订阅源
广东新闻,http://1b6467f415.iok.la:9931/tsfile/live/1012_1.m3u8$订阅源
广东新闻,http://mom.coms.hk:9901/tsfile/live/1008_1.m3u8$订阅源
广东新闻,http://183.11.239.36:808/hls/5/index.m3u8$订阅源
广东卫视,http://171.8.138.74:85/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广东卫视,http://[2409:8087:74f0:22::6]:6410/270000001128/9900000520/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000520$订阅源
广东卫视,http://115.234.227.164:8808/udp/233.50.200.149:5140$订阅源|1920x1080
广东卫视,http://122.139.47.206:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
广东卫视,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000001000014176/index.m3u8?channel-id=ystenlive&Contentid=1000000001000014176&livemode=1&stbId=no$订阅源|1920x1080
广东卫视,http://113.57.93.165:9900/tsfile/live/0125_1.m3u8$订阅源
广东卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010221/1.m3u8$订阅源
广东卫视,http://58.19.38.162:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广东卫视,http://111.61.236.247:9081/hls/43/index.m3u8$订阅源
广东卫视,http://58.48.37.158:1111/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广东卫视,http://183.156.94.70:4022/rtp/233.50.200.187:5140$浙江电信组播源|1920x1080
广东卫视,http://115.207.183.14:8881/rtp/233.50.200.187:5140$浙江电信组播源|1920x1080
广东卫视,http://183.156.94.70:4022/rtp/233.50.201.56:5140$浙江电信组播源|1920x1080
广东卫视,http://115.207.183.14:8881/rtp/233.50.201.56:5140$浙江电信组播源|1920x1080
广东卫视,http://58.215.3.254:8686/rtp/239.49.1.39:6000$江苏电信组播源|1920x1080
广东卫视,http://49.79.50.108:8889/rtp/239.49.1.39:6000$江苏电信组播源|1920x1080
广东卫视,http://222.188.160.161:4022/rtp/239.49.1.39:6000$江苏电信组播源|1920x1080
广东卫视,http://49.74.204.166:8888/rtp/239.49.1.39:6000$江苏电信组播源|1920x1080
广东卫视,http://58.215.3.254:8686/rtp/239.49.8.143:6000$江苏电信组播源|1920x1080
广东卫视,http://49.79.50.108:8889/rtp/239.49.8.143:6000$江苏电信组播源|1920x1080
大湾区卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000011619/index.m3u8$订阅源
大湾区卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000011619/1.m3u8$订阅源
大湾区卫视,http://110.177.146.171:888/udp/239.1.1.69:8069$订阅源
大湾区卫视,https://php.17186.eu.org/gdtv/web/nfws.m3u8$订阅源
大湾区卫视,http://kxrj.site:998/123/mg.php?id=dwqws$订阅源
大湾区卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000004000011655/1.m3u8$订阅源
大湾区卫视,http://183.11.239.36:808/hls/132/index.m3u8$订阅源
大湾区卫视,http://124.205.11.242:91/live/NFWS-1500k/live.m3u8$订阅源
大湾区卫视,http://124.205.11.205:91/live/NFWS-1500k/live.m3u8$订阅源
大湾区卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010108/1.m3u8$订阅源
大湾区卫视,http://110.177.146.171:888/rtp/239.1.1.69:8069$组播源
大湾区卫视,http://gmxw.7766.org:808/hls/132/index.m3u8$订阅源
广州影视,http://r.jdshipin.com/TcKr2$订阅源
广州影视,http://r.jdshipin.com/sFw4S$订阅源
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=057c43946c61f665a7cbbfef9f228555&txTime=1913a1cfc6d$订阅源
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=9be68e7c35579d02d11f6968531343ea&txTime=1903ea2dd6a$订阅源
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=a4d04c27d0d1d8b7efef2ed7ff1c3eae&txTime=191b60cc9ca$订阅源
江门综合,http://tidelive.jmtv.cn/lsdream/4x3T0dO/993/o734w00.m3u8$订阅源
江门综合,http://tidelive.jmtv.cn/lsdream/4x3T0dO/993/x434c00.m3u8$订阅源
深圳卫视,http://119.166.159.120:6666/udp/239.253.254.91:8000$订阅源|1920x1080
深圳卫视,http://221.0.78.198:1681/hls/10235/index.m3u8$订阅源
深圳卫视,http://[2409:8087:1a01:df::4035]/TVOD/88888888/224/3221225943/main.m3u8$订阅源
深圳卫视,http://fangke.blueswords.com:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
深圳卫视,http://171.88.123.87:4022/udp/239.93.0.182:5140$订阅源|1920x1080
深圳卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000009227/1.m3u8$订阅源
深圳卫视,http://[2409:8087:74d9:21::6]:80/270000001322/69900158041111100000002140/index.m3u8$订阅源
深圳卫视,http://124.128.73.58:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
深圳卫视,http://115.234.227.164:8808/udp/233.50.200.188:5140$订阅源|1920x1080
深圳卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3$订阅源
深圳卫视,http://183.156.94.70:4022/rtp/233.50.201.101:5140$浙江电信组播源|1920x1080
深圳卫视,http://115.207.183.14:8881/rtp/233.50.201.101:5140$浙江电信组播源|1920x1080
深圳卫视,http://183.156.94.70:4022/rtp/233.50.201.45:5140$浙江电信组播源|1920x1080
深圳卫视,http://115.207.183.14:8881/rtp/233.50.201.45:5140$浙江电信组播源|1920x1080
深圳卫视,http://58.215.3.254:8686/rtp/239.49.1.59:6000$江苏电信组播源|1920x1080
深圳卫视,http://49.79.50.108:8889/rtp/239.49.1.59:6000$江苏电信组播源|1920x1080
深圳卫视,http://222.188.160.161:4022/rtp/239.49.1.59:6000$江苏电信组播源|1920x1080
深圳卫视,http://49.74.204.166:8888/rtp/239.49.1.59:6000$江苏电信组播源|1920x1080
深圳卫视,http://58.215.3.254:8686/rtp/239.49.8.145:6000$江苏电信组播源|1920x1080
深圳卫视,http://49.79.50.108:8889/rtp/239.49.8.145:6000$江苏电信组播源|1920x1080
🌊港·澳·台,#genre#
翡翠台,http://aktv.top/AKTV/live/aktv/null/AKTV.m3u8$订阅源|1920x1080
翡翠台,https://aktv.top/AKTV/live/aktv/null/AKTV.m3u8$订阅源|1920x1080
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=4&time=20240926215313&ip=111.229.253.40$订阅源
翡翠台,http://r.jdshipin.com/GeWKr?id=fct720$订阅源
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=1&time=20240926215313&ip=111.229.253.40$订阅源
翡翠台,https://cdn.iptv8k.top/dl/jspd.php?id=3&time=20240926215313&ip=111.229.253.40$订阅源
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40$订阅源
翡翠台,https://aktv.top/AKTV/live/aktv/null-16/AKTV.m3u8$订阅源|1920x1080
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3$订阅源|1920x1080
翡翠台,http://aktv.top/AKTV/live/aktv/null-16/AKTV.m3u8$订阅源|1920x1080
明珠台,http://zw9999.cnstream.top:80/play/ubI0Nrlni6TwusjXuSxNxEzv3SLBhKEUmYG73triGDY/ts$订阅源|1920x1080
明珠台,https://aktv.top/AKTV/live/aktv/null-2/AKTV.m3u8$订阅源|1920x1080
明珠台,http://aktv.top/AKTV/live/aktv/null-2/AKTV.m3u8$订阅源|1920x1080
明珠台,http://r.jdshipin.com/GeWKr?id=mzt720$订阅源
凤凰中文,http://146.56.153.245:20121/bysid/258$订阅源|1920x1080
凤凰中文,http://117.27.190.42:9998/tsfile/live/23280_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw$订阅源|1920x1080
凤凰中文,http://211.72.65.236:8577/.m3u8$订阅源|1920x1080
凤凰中文,http://tptvh.mobaibox.com/hwcdnbacksourceflag_223.105.252.59:80/PLTV/3/224/3221228527/1.m3u8?accountinfo=liKUscxeA3mntTkvcrPdLC0JYhRJ8GbjSgBJJtzDsTUq%2FpkEzcEgSA5jxU7E691yoTzNtIBFrb%2BIDS0e%2Fx7VbeVgZAe%2Fh9LVb30YjuWosxNwd%2FGCIxz9Y34Vf7X4oRpDbF2ObC9a54Vp367lDA52PczEcH9gPEwYj%2BtNwrWi0aU%3D%3A20241025090449%2C-1%2C112.25.63.228%2C20241025090449%2CHD-10000k-1080P-fhchinese5s%2C1734243741512_23%3A8F%3AF4%3AAE%3A73%3AC6%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000016268459_0%2CEND&GuardEncType=2&servicetype=1&unionUrl=gitv%2Flive1%2FHD-10000k-1080P-fhchinese5s%2FHD-10000k-1080P-fhchinese5s&icpid=88888888&from=5&popid=5&hms_devid=6885&prioritypopid=5$订阅源
凤凰中文,http://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8$订阅源|1920x1080
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8$订阅源
凤凰中文,https://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8$订阅源|1920x1080
凤凰中文,http://183.156.94.70:4022/rtp/233.50.200.191:5140$浙江电信组播源|1920x1080
凤凰中文,http://115.207.183.14:8881/rtp/233.50.200.191:5140$浙江电信组播源|1920x1080
凤凰中文,http://42.92.117.243:8888/rtp/239.255.30.50:8231$组播源
凤凰中文,http://120.55.49.231:3095/rtp/233.50.200.191:5140$组播源
凤凰中文,http://60.164.128.167:8029/rtp/239.255.30.50:8231$组播源|1920x1080
凤凰中文,http://171.213.203.64:8088/rtp/239.93.1.9:2192$四川电信组播源|1920x1080
凤凰中文,http://115.220.243.30:9999/rtp/233.50.200.191:5140$浙江电信组播源|1920x1080
凤凰资讯,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=phoenixinfo_hd$订阅源
凤凰资讯,http://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8$订阅源|1920x1080
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx$订阅源|1920x1080
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8$订阅源
凤凰资讯,http://211.72.65.236:8576/.m3u8$订阅源|1920x1080
凤凰资讯,http://146.56.153.245:20121/bysid/257$订阅源|1920x1080
凤凰资讯,http://117.27.190.42:9998/tsfile/live/23279_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
凤凰资讯,http://121.24.98.154:8090/hls/70/index.m3u8$订阅源
凤凰资讯,http://183.156.94.70:4022/rtp/233.50.200.192:5140$浙江电信组播源|1920x1080
凤凰资讯,http://115.207.183.14:8881/rtp/233.50.200.192:5140$浙江电信组播源|1920x1080
凤凰资讯,http://60.164.128.167:8029/rtp/239.255.30.70:8231$组播源|1920x1080
凤凰资讯,http://120.55.49.231:3095/rtp/233.50.200.192:5140$组播源
凤凰资讯,http://42.92.117.243:8888/rtp/239.255.30.70:8231$组播源
凤凰资讯,http://171.213.203.64:8088/rtp/239.93.1.4:2191$四川电信组播源|1920x1080
凤凰资讯,http://115.220.243.30:9999/rtp/233.50.200.192:5140$浙江电信组播源|1920x1080
凤凰香港,http://r.jdshipin.com/yDoTN$订阅源
凤凰香港,http://tptvh.mobaibox.com/hwcdnbacksourceflag_223.110.243.237:80/PLTV/3/224/3221228530/1.m3u8?accountinfo=zZFAoaFBf0eeoBboZZ7f2LG%2Bb0LrBOSBfEzhwiBMvngq%2FpkEzcEgSA5jxU7E691yLgLXQIrVnITSKe4cR7UMbSd2y6TJst%2Bjh31VKZhtgiKIZEDSyu578hnwyF2DFwHcbF2ObC9a54Vp367lDA52PczEcH9gPEwYj%2BtNwrWi0aU%3D%3A20241025090828%2C-1%2C112.25.63.228%2C20241025090828%2CHD-10000k-1080P-fhhongkong5s%2C1734208302178_77%3A98%3AB2%3A9A%3AA8%3A67%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000016268434_0%2CEND&GuardEncType=2&servicetype=1&unionUrl=gitv%2Flive1%2FHD-10000k-1080P-fhhongkong5s%2FHD-10000k-1080P-fhhongkong5s&icpid=88888888&from=5&popid=5&hms_devid=6448&prioritypopid=5$订阅源
凤凰香港,https://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8$订阅源|1920x1080
凤凰香港,http://tptvh.mobaibox.com/hwcdnbacksourceflag_223.110.243.237:80/PLTV/3/224/3221228530/1.m3u8?accountinfo=nVl%2FlxGDEXj8XkZipP8ISUVer4GPjw2QG0O4MRQi3g%2BEwuqkCa8s3JpukCy66ZXVAeAMYEBqNpar07yBf7G6quSAYws6gdT4%2FtVH%2Bc7R53mLahL3Oe72TRbm52ZvruhJFgCcgHZcoIABWGUx4GF9bqeo84KrB1TAVruJzkRIWcU%3D%3A20241026031902%2C4999656%2C36.156.32.23%2C20241026031902%2CHD-10000k-1080P-fhhongkong5s%2C1734275458503_D1%3A1F%3A8C%3ABC%3A76%3ACD%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000016268434_0%2CEND&GuardEncType=2&servicetype=1&unionUrl=gitv%2Flive1%2FHD-10000k-1080P-fhhongkong5s%2FHD-10000k-1080P-fhhongkong5s&icpid=88888888&from=5&popid=5&hms_devid=6448&prioritypopid=5$订阅源
凤凰香港,http://free.xiptv.x10.bz/kudou.php?id=123$订阅源
凤凰香港,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=hkphoenix_twn$订阅源
凤凰香港,http://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8$订阅源|1920x1080
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk$订阅源|1920x1080
凤凰香港,http://42.92.117.243:8888/rtp/239.255.30.123:8231$组播源
凤凰香港,http://60.164.128.167:8029/rtp/239.255.30.123:8231$组播源|1920x1080
凤凰卫视,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=phoenixtv_hd$订阅源
